DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,SEATS,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,AIRCRAFT_TYPE,YEAR,MONTH,DISTANCE_GROUP
0,1,50,328,9E,Endeavor Air Inc.,14492,RDU,"Raleigh/Durham, NC",NC,14122,PIT,"Pittsburgh, PA",PA,629,2017,2,1
0,1,50,571,9E,Endeavor Air Inc.,14492,RDU,"Raleigh/Durham, NC",NC,14696,SBN,"South Bend, IN",IN,629,2017,2,2
0,1,177,2354,AS,Alaska Airlines Inc.,14492,RDU,"Raleigh/Durham, NC",NC,14747,SEA,"Seattle, WA",WA,634,2017,2,5
0,1,181,2354,AS,Alaska Airlines Inc.,14747,SEA,"Seattle, WA",WA,14492,RDU,"Raleigh/Durham, NC",NC,634,2017,2,5
0,1,50,646,AX,Trans States Airlines,13930,ORD,"Chicago, IL",IL,14492,RDU,"Raleigh/Durham, NC",NC,675,2017,2,2
0,1,50,120,AX,Trans States Airlines,14492,RDU,"Raleigh/Durham, NC",NC,14574,ROA,"Roanoke, VA",VA,675,2017,2,1
0,1,180,226,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",GA,11057,CLT,"Charlotte, NC",NC,622,2017,2,1
0,1,180,226,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",GA,11057,CLT,"Charlotte, NC",NC,888,2017,2,1
0,1,72,226,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",GA,11057,CLT,"Charlotte, NC",NC,622,2017,2,1
0,1,160,306,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",GA,11995,GSO,"Greensboro/High Point, NC",NC,656,2017,2,1
0,1,180,226,DL,Delta Air Lines Inc.,11057,CLT,"Charlotte, NC",NC,10397,ATL,"Atlanta, GA",GA,622,2017,2,1
0,1,180,226,DL,Delta Air Lines Inc.,11057,CLT,"Charlotte, NC",NC,10397,ATL,"Atlanta, GA",GA,888,2017,2,1
0,1,72,226,DL,Delta Air Lines Inc.,11057,CLT,"Charlotte, NC",NC,10397,ATL,"Atlanta, GA",GA,622,2017,2,1
0,1,72,728,DL,Delta Air Lines Inc.,11057,CLT,"Charlotte, NC",NC,10721,BOS,"Boston, MA",MA,622,2017,2,2
0,1,199,500,DL,Delta Air Lines Inc.,11057,CLT,"Charlotte, NC",NC,11433,DTW,"Detroit, MI",MI,622,2017,2,2
0,1,72,529,DL,Delta Air Lines Inc.,11057,CLT,"Charlotte, NC",NC,11618,EWR,"Newark, NJ",NJ,622,2017,2,2
0,1,72,468,DL,Delta Air Lines Inc.,11057,CLT,"Charlotte, NC",NC,13204,MCO,"Orlando, FL",FL,622,2017,2,1
0,2,144,531,DL,Delta Air Lines Inc.,11057,CLT,"Charlotte, NC",NC,14275,PTK,"Pontiac, MI",MI,622,2017,2,2
0,1,72,1727,DL,Delta Air Lines Inc.,11057,CLT,"Charlotte, NC",NC,14869,SLC,"Salt Lake City, UT",UT,622,2017,2,4
0,1,199,500,DL,Delta Air Lines Inc.,11433,DTW,"Detroit, MI",MI,11057,CLT,"Charlotte, NC",NC,622,2017,2,2
0,1,199,501,DL,Delta Air Lines Inc.,11433,DTW,"Detroit, MI",MI,14492,RDU,"Raleigh/Durham, NC",NC,622,2017,2,2
0,2,144,529,DL,Delta Air Lines Inc.,11618,EWR,"Newark, NJ",NJ,11057,CLT,"Charlotte, NC",NC,622,2017,2,2
0,1,160,306,DL,Delta Air Lines Inc.,11995,GSO,"Greensboro/High Point, NC",NC,10397,ATL,"Atlanta, GA",GA,656,2017,2,1
0,2,144,427,DL,Delta Air Lines Inc.,12339,IND,"Indianapolis, IN",IN,11057,CLT,"Charlotte, NC",NC,622,2017,2,1
0,1,72,468,DL,Delta Air Lines Inc.,13204,MCO,"Orlando, FL",FL,11057,CLT,"Charlotte, NC",NC,622,2017,2,1
0,1,110,700,DL,Delta Air Lines Inc.,13303,MIA,"Miami, FL",FL,14492,RDU,"Raleigh/Durham, NC",NC,608,2017,2,2
0,1,72,449,DL,Delta Air Lines Inc.,14100,PHL,"Philadelphia, PA",PA,11057,CLT,"Charlotte, NC",NC,622,2017,2,1
0,1,199,501,DL,Delta Air Lines Inc.,14492,RDU,"Raleigh/Durham, NC",NC,11433,DTW,"Detroit, MI",MI,622,2017,2,2
0,1,110,431,DL,Delta Air Lines Inc.,14492,RDU,"Raleigh/Durham, NC",NC,12953,LGA,"New York, NY",NY,608,2017,2,1
0,1,149,431,DL,Delta Air Lines Inc.,14492,RDU,"Raleigh/Durham, NC",NC,12953,LGA,"New York, NY",NY,655,2017,2,1
0,1,72,1727,DL,Delta Air Lines Inc.,14869,SLC,"Salt Lake City, UT",UT,11057,CLT,"Charlotte, NC",NC,622,2017,2,4
0,1,149,625,DL,Delta Air Lines Inc.,14986,SRQ,"Sarasota/Bradenton, FL",FL,14492,RDU,"Raleigh/Durham, NC",NC,655,2017,2,2
0,1,76,446,MQ,Envoy Air,10693,BNA,"Nashville, TN",TN,11641,FAY,"Fayetteville, NC",NC,673,2017,2,1
0,1,76,446,MQ,Envoy Air,11641,FAY,"Fayetteville, NC",NC,10693,BNA,"Nashville, TN",TN,673,2017,2,1
0,1,70,322,YX,Republic Airlines,11057,CLT,"Charlotte, NC",NC,12264,IAD,"Washington, DC",VA,677,2017,2,1
0,1,76,649,YX,Republic Airlines,14027,PBI,"West Palm Beach/Palm Beach, FL",FL,11995,GSO,"Greensboro/High Point, NC",NC,673,2017,2,2
0,1,76,139,YX,Republic Airlines,14492,RDU,"Raleigh/Durham, NC",NC,14524,RIC,"Richmond, VA",VA,673,2017,2,1
0,1,76,667,YX,Republic Airlines,14635,RSW,"Fort Myers, FL",FL,14492,RDU,"Raleigh/Durham, NC",NC,673,2017,2,2
0,1,5,143,2TQ,Trans Northern Airways d/b/a Air Unlimited Charter Services,10431,AVL,"Asheville, NC",NC,13046,LOZ,"London/Corbin, KY",KY,685,2017,2,1
0,1,76,930,CP,Compass Airlines,11057,CLT,"Charlotte, NC",NC,13487,MSP,"Minneapolis, MN",MN,673,2017,2,2
0,1,76,930,CP,Compass Airlines,13487,MSP,"Minneapolis, MN",MN,11057,CLT,"Charlotte, NC",NC,673,2017,2,2
0,1,150,239,UA,United Air Lines Inc.,11995,GSO,"Greensboro/High Point, NC",NC,12264,IAD,"Washington, DC",VA,694,2017,2,1
0,1,150,580,UA,United Air Lines Inc.,15304,TPA,"Tampa, FL",FL,11995,GSO,"Greensboro/High Point, NC",NC,694,2017,2,2
0,1,0,2232,ABX,ABX Air Inc,11057,CLT,"Charlotte, NC",NC,14716,SCK,"Stockton, CA",CA,625,2017,2,5
0,1,173,648,GL,Miami Air International,10540,BED,"Bedford, MA",MA,12348,INT,"Winston-Salem, NC",NC,614,2017,2,2
0,1,173,157,GL,Miami Air International,10990,CHO,"Charlottesville, VA",VA,14492,RDU,"Raleigh/Durham, NC",NC,614,2017,2,1
0,5,865,428,GL,Miami Air International,11252,DAB,"Daytona Beach, FL",FL,12544,USA,"CONCORD, NC",NC,614,2017,2,1
0,1,173,489,GL,Miami Air International,12339,IND,"Indianapolis, IN",IN,14492,RDU,"Raleigh/Durham, NC",NC,614,2017,2,1
0,2,346,712,GL,Miami Air International,12348,INT,"Winston-Salem, NC",NC,13303,MIA,"Miami, FL",FL,614,2017,2,2
0,1,154,685,GL,Miami Air International,12348,INT,"Winston-Salem, NC",NC,13485,MSN,"Madison, WI",WI,617,2017,2,2
0,1,154,505,GL,Miami Air International,12348,INT,"Winston-Salem, NC",NC,14696,SBN,"South Bend, IN",IN,617,2017,2,2
0,1,173,462,GL,Miami Air International,12348,INT,"Winston-Salem, NC",NC,15249,TLH,"Tallahassee, FL",FL,614,2017,2,1
0,1,154,469,GL,Miami Air International,12878,LAF,"Lafayette, IN",IN,12348,INT,"Winston-Salem, NC",NC,617,2017,2,1
0,1,173,283,GL,Miami Air International,12945,LEX,"Lexington, KY",KY,12544,USA,"CONCORD, NC",NC,614,2017,2,1
0,1,173,328,GL,Miami Air International,14122,PIT,"Pittsburgh, PA",PA,14492,RDU,"Raleigh/Durham, NC",NC,614,2017,2,1
0,1,154,328,GL,Miami Air International,14122,PIT,"Pittsburgh, PA",PA,14492,RDU,"Raleigh/Durham, NC",NC,617,2017,2,1
0,1,173,95,GL,Miami Air International,14197,POB,"Fayetteville, NC",NC,12348,INT,"Winston-Salem, NC",NC,614,2017,2,1
0,1,173,228,GL,Miami Air International,14492,RDU,"Raleigh/Durham, NC",NC,10172,ADW,"Camp Springs, MD",MD,614,2017,2,1
0,1,173,157,GL,Miami Air International,14492,RDU,"Raleigh/Durham, NC",NC,10990,CHO,"Charlottesville, VA",VA,614,2017,2,1
0,1,173,568,GL,Miami Air International,14492,RDU,"Raleigh/Durham, NC",NC,12884,LAN,"Lansing, MI",MI,614,2017,2,2
0,1,173,157,GL,Miami Air International,14492,RDU,"Raleigh/Durham, NC",NC,13667,NGU,"Norfolk, VA",VA,614,2017,2,1
0,1,154,328,GL,Miami Air International,14492,RDU,"Raleigh/Durham, NC",NC,14122,PIT,"Pittsburgh, PA",PA,617,2017,2,1
0,1,173,496,GL,Miami Air International,14492,RDU,"Raleigh/Durham, NC",NC,15249,TLH,"Tallahassee, FL",FL,614,2017,2,1
0,1,173,507,GL,Miami Air International,14492,RDU,"Raleigh/Durham, NC",NC,16091,YIP,"Detroit, MI",MI,614,2017,2,2
0,1,154,505,GL,Miami Air International,14696,SBN,"South Bend, IN",IN,12348,INT,"Winston-Salem, NC",NC,617,2017,2,2
0,1,173,625,GL,Miami Air International,14986,SRQ,"Sarasota/Bradenton, FL",FL,14492,RDU,"Raleigh/Durham, NC",NC,614,2017,2,2
0,1,173,462,GL,Miami Air International,15249,TLH,"Tallahassee, FL",FL,12348,INT,"Winston-Salem, NC",NC,614,2017,2,1
0,1,173,496,GL,Miami Air International,15249,TLH,"Tallahassee, FL",FL,14492,RDU,"Raleigh/Durham, NC",NC,614,2017,2,1
0,4,692,428,GL,Miami Air International,12544,USA,"CONCORD, NC",NC,11252,DAB,"Daytona Beach, FL",FL,614,2017,2,1
0,1,173,551,GL,Miami Air International,12544,USA,"CONCORD, NC",NC,12884,LAN,"Lansing, MI",MI,614,2017,2,2
0,1,143,322,WN,Southwest Airlines Co.,12264,IAD,"Washington, DC",VA,11057,CLT,"Charlotte, NC",NC,612,2017,2,1
0,1,143,227,WN,Southwest Airlines Co.,14492,RDU,"Raleigh/Durham, NC",NC,11278,DCA,"Washington, DC",VA,612,2017,2,1
0,1,143,431,WN,Southwest Airlines Co.,14492,RDU,"Raleigh/Durham, NC",NC,12953,LGA,"New York, NY",NY,612,2017,2,1
0,1,175,566,WN,Southwest Airlines Co.,14492,RDU,"Raleigh/Durham, NC",NC,14307,PVD,"Providence, RI",RI,614,2017,2,2
0,1,155,1299,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",10747,BRO,"Brownsville, TX",TX,14492,RDU,"Raleigh/Durham, NC",NC,655,2017,2,3
0,1,155,416,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",11618,EWR,"Newark, NJ",NJ,14492,RDU,"Raleigh/Durham, NC",NC,655,2017,2,1
0,1,155,623,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",12348,INT,"Winston-Salem, NC",NC,13342,MKE,"Milwaukee, WI",WI,655,2017,2,2
0,1,155,301,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",12348,INT,"Winston-Salem, NC",NC,14122,PIT,"Pittsburgh, PA",PA,655,2017,2,1
0,1,155,633,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",13244,MEM,"Memphis, TN",TN,14492,RDU,"Raleigh/Durham, NC",NC,655,2017,2,2
0,1,155,700,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",13303,MIA,"Miami, FL",FL,14492,RDU,"Raleigh/Durham, NC",NC,655,2017,2,2
0,1,155,230,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",13931,ORF,"Norfolk, VA",VA,12348,INT,"Winston-Salem, NC",NC,655,2017,2,1
0,1,155,301,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14122,PIT,"Pittsburgh, PA",PA,12348,INT,"Winston-Salem, NC",NC,655,2017,2,1
0,1,155,328,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14122,PIT,"Pittsburgh, PA",PA,14492,RDU,"Raleigh/Durham, NC",NC,655,2017,2,1
0,1,155,568,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14492,RDU,"Raleigh/Durham, NC",NC,12884,LAN,"Lansing, MI",MI,655,2017,2,2
0,1,155,700,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14492,RDU,"Raleigh/Durham, NC",NC,13303,MIA,"Miami, FL",FL,655,2017,2,2
0,1,155,997,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14492,RDU,"Raleigh/Durham, NC",NC,13871,OMA,"Omaha, NE",NE,655,2017,2,2
0,1,155,328,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14492,RDU,"Raleigh/Durham, NC",NC,14122,PIT,"Pittsburgh, PA",PA,655,2017,2,1
0,1,155,0,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14492,RDU,"Raleigh/Durham, NC",NC,14492,RDU,"Raleigh/Durham, NC",NC,655,2017,2,1
0,1,155,415,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14492,RDU,"Raleigh/Durham, NC",NC,14730,SDF,"Louisville, KY",KY,655,2017,2,1
0,1,155,519,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14492,RDU,"Raleigh/Durham, NC",NC,15096,SYR,"Syracuse, NY",NY,655,2017,2,2
0,1,155,507,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14492,RDU,"Raleigh/Durham, NC",NC,16091,YIP,"Detroit, MI",MI,655,2017,2,2
0,1,155,415,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14730,SDF,"Louisville, KY",KY,14492,RDU,"Raleigh/Durham, NC",NC,655,2017,2,1
0,1,155,519,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",15096,SYR,"Syracuse, NY",NY,14492,RDU,"Raleigh/Durham, NC",NC,655,2017,2,2
0,1,14,728,27Q,"Jet Aviation Flight Services, Inc.",10721,BOS,"Boston, MA",MA,11057,CLT,"Charlotte, NC",NC,770,2017,2,2
0,1,9,650,27Q,"Jet Aviation Flight Services, Inc.",11057,CLT,"Charlotte, NC",NC,13303,MIA,"Miami, FL",FL,609,2017,2,2
0,1,14,212,27Q,"Jet Aviation Flight Services, Inc.",11057,CLT,"Charlotte, NC",NC,14050,PDK,"Atlanta, GA",GA,770,2017,2,1
0,1,9,529,27Q,"Jet Aviation Flight Services, Inc.",11618,EWR,"Newark, NJ",NJ,11057,CLT,"Charlotte, NC",NC,609,2017,2,2
0,1,12,305,27Q,"Jet Aviation Flight Services, Inc.",11790,FTY,"Atlanta, GA",GA,11995,GSO,"Greensboro/High Point, NC",NC,688,2017,2,1
0,1,8,628,27Q,"Jet Aviation Flight Services, Inc.",14027,PBI,"West Palm Beach/Palm Beach, FL",FL,15054,SVH,"Statesville, NC",NC,682,2017,2,2
0,1,12,646,27Q,"Jet Aviation Flight Services, Inc.",14492,RDU,"Raleigh/Durham, NC",NC,13930,ORD,"Chicago, IL",IL,688,2017,2,2
0,1,8,551,27Q,"Jet Aviation Flight Services, Inc.",15054,SVH,"Statesville, NC",NC,14112,PIE,"St. Petersburg, FL",FL,682,2017,2,2
0,1,8,2238,27Q,"Jet Aviation Flight Services, Inc.",15618,VNY,"Van Nuys, CA",CA,14492,RDU,"Raleigh/Durham, NC",NC,515,2017,2,5
0,1,10,1399,27Q,"Jet Aviation Flight Services, Inc.",12323,ILM,"Wilmington, NC",NC,15027,STX,"Christiansted, VI",VI,682,2017,2,3
0,28,0,481,8C,Air Transport International,10135,ABE,"Allentown/Bethlehem/Easton, PA",PA,11057,CLT,"Charlotte, NC",NC,626,2017,2,1
0,28,0,2232,8C,Air Transport International,11057,CLT,"Charlotte, NC",NC,14716,SCK,"Stockton, CA",CA,626,2017,2,5
0,1,189,157,EE,Eastern Airlines Group Inc.,10990,CHO,"Charlottesville, VA",VA,14492,RDU,"Raleigh/Durham, NC",NC,614,2017,2,1
0,1,189,1436,EE,Eastern Airlines Group Inc.,11292,DEN,"Denver, CO",CO,14492,RDU,"Raleigh/Durham, NC",NC,614,2017,2,3
0,1,189,710,EE,Eastern Airlines Group Inc.,11995,GSO,"Greensboro/High Point, NC",NC,13303,MIA,"Miami, FL",FL,614,2017,2,2
0,1,189,710,EE,Eastern Airlines Group Inc.,13303,MIA,"Miami, FL",FL,11995,GSO,"Greensboro/High Point, NC",NC,614,2017,2,2
0,1,126,700,EE,Eastern Airlines Group Inc.,13303,MIA,"Miami, FL",FL,14492,RDU,"Raleigh/Durham, NC",NC,612,2017,2,2
0,1,189,700,EE,Eastern Airlines Group Inc.,13303,MIA,"Miami, FL",FL,14492,RDU,"Raleigh/Durham, NC",NC,614,2017,2,2
0,1,189,157,EE,Eastern Airlines Group Inc.,14492,RDU,"Raleigh/Durham, NC",NC,10990,CHO,"Charlottesville, VA",VA,614,2017,2,1
0,1,189,1436,EE,Eastern Airlines Group Inc.,14492,RDU,"Raleigh/Durham, NC",NC,11292,DEN,"Denver, CO",CO,614,2017,2,3
0,2,378,700,EE,Eastern Airlines Group Inc.,14492,RDU,"Raleigh/Durham, NC",NC,13303,MIA,"Miami, FL",FL,614,2017,2,2
0,1,189,519,EE,Eastern Airlines Group Inc.,14492,RDU,"Raleigh/Durham, NC",NC,15096,SYR,"Syracuse, NY",NY,614,2017,2,2
0,1,189,519,EE,Eastern Airlines Group Inc.,15096,SYR,"Syracuse, NY",NY,14492,RDU,"Raleigh/Durham, NC",NC,614,2017,2,2
0,1,189,496,EE,Eastern Airlines Group Inc.,15249,TLH,"Tallahassee, FL",FL,14492,RDU,"Raleigh/Durham, NC",NC,614,2017,2,1
0,4,304,501,G7,GoJet Airlines LLC d/b/a United Express,11433,DTW,"Detroit, MI",MI,14492,RDU,"Raleigh/Durham, NC",NC,638,2017,2,2
0,7,532,416,G7,GoJet Airlines LLC d/b/a United Express,11618,EWR,"Newark, NJ",NJ,14492,RDU,"Raleigh/Durham, NC",NC,638,2017,2,1
0,1,76,700,G7,GoJet Airlines LLC d/b/a United Express,13303,MIA,"Miami, FL",FL,14492,RDU,"Raleigh/Durham, NC",NC,638,2017,2,2
0,2,152,501,G7,GoJet Airlines LLC d/b/a United Express,14492,RDU,"Raleigh/Durham, NC",NC,11433,DTW,"Detroit, MI",MI,638,2017,2,2
0,1,76,911,G7,GoJet Airlines LLC d/b/a United Express,14492,RDU,"Raleigh/Durham, NC",NC,11471,EAU,"Eau Claire, WI",WI,638,2017,2,2
0,4,304,416,G7,GoJet Airlines LLC d/b/a United Express,14492,RDU,"Raleigh/Durham, NC",NC,11618,EWR,"Newark, NJ",NJ,638,2017,2,1
0,1,162,705,SY,Sun Country Airlines d/b/a MN Airlines,11973,GPT,"Gulfport/Biloxi, MS",MS,14492,RDU,"Raleigh/Durham, NC",NC,614,2017,2,2
0,1,162,72,SY,Sun Country Airlines d/b/a MN Airlines,12323,ILM,"Wilmington, NC",NC,13577,MYR,"Myrtle Beach, SC",SC,614,2017,2,1
0,1,129,72,SY,Sun Country Airlines d/b/a MN Airlines,13577,MYR,"Myrtle Beach, SC",SC,12323,ILM,"Wilmington, NC",NC,612,2017,2,1
0,1,129,705,SY,Sun Country Airlines d/b/a MN Airlines,14492,RDU,"Raleigh/Durham, NC",NC,11973,GPT,"Gulfport/Biloxi, MS",MS,612,2017,2,2
0,20,0,330,5Y,Atlas Air Inc.,11193,CVG,"Cincinnati, OH",KY,11995,GSO,"Greensboro/High Point, NC",NC,625,2017,2,1
0,21,0,330,5Y,Atlas Air Inc.,11995,GSO,"Greensboro/High Point, NC",NC,11193,CVG,"Cincinnati, OH",KY,625,2017,2,1
0,20,0,175,5Y,Atlas Air Inc.,11995,GSO,"Greensboro/High Point, NC",NC,14524,RIC,"Richmond, VA",VA,625,2017,2,1
0,20,0,175,5Y,Atlas Air Inc.,14524,RIC,"Richmond, VA",VA,11995,GSO,"Greensboro/High Point, NC",NC,625,2017,2,1
0,1,100,407,B6,JetBlue Airways,12451,JAX,"Jacksonville, FL",FL,14492,RDU,"Raleigh/Durham, NC",NC,678,2017,2,1
0,1,100,651,B6,JetBlue Airways,13495,MSY,"New Orleans, LA",LA,11057,CLT,"Charlotte, NC",NC,678,2017,2,2
0,1,100,227,B6,JetBlue Airways,14492,RDU,"Raleigh/Durham, NC",NC,11278,DCA,"Washington, DC",VA,678,2017,2,1
0,1,9,377,LF,CFM Inc d/b/a Contour Airlines,10693,BNA,"Nashville, TN",TN,11995,GSO,"Greensboro/High Point, NC",NC,685,2017,2,1
0,10,300,185,LF,CFM Inc d/b/a Contour Airlines,11479,ECG,"Elizabeth City, NC",NC,13418,MNZ,"Manassas, VA",VA,471,2017,2,1
0,2,60,63,LF,CFM Inc d/b/a Contour Airlines,11479,ECG,"Elizabeth City, NC",NC,14098,PHF,"Newport News/Williamsburg, VA",VA,471,2017,2,1
0,1,9,377,LF,CFM Inc d/b/a Contour Airlines,11995,GSO,"Greensboro/High Point, NC",NC,10693,BNA,"Nashville, TN",TN,685,2017,2,1
0,1,30,304,LF,CFM Inc d/b/a Contour Airlines,12264,IAD,"Washington, DC",VA,12544,USA,"CONCORD, NC",NC,471,2017,2,1
0,1,30,225,LF,CFM Inc d/b/a Contour Airlines,12323,ILM,"Wilmington, NC",NC,14524,RIC,"Richmond, VA",VA,669,2017,2,1
0,11,330,185,LF,CFM Inc d/b/a Contour Airlines,13418,MNZ,"Manassas, VA",VA,11479,ECG,"Elizabeth City, NC",NC,471,2017,2,1
0,1,30,339,LF,CFM Inc d/b/a Contour Airlines,13461,MQY,"Smyrna, TN",TN,16719,N2C,"Monroe, NC",NC,669,2017,2,1
0,1,12,458,LF,CFM Inc d/b/a Contour Airlines,13461,MQY,"Smyrna, TN",TN,16754,N5C,"Whiteville, NC",NC,643,2017,2,1
0,1,30,330,LF,CFM Inc d/b/a Contour Airlines,13461,MQY,"Smyrna, TN",TN,12544,USA,"CONCORD, NC",NC,471,2017,2,1
0,1,12,458,LF,CFM Inc d/b/a Contour Airlines,16754,N5C,"Whiteville, NC",NC,13461,MQY,"Smyrna, TN",TN,643,2017,2,1
0,1,30,63,LF,CFM Inc d/b/a Contour Airlines,14098,PHF,"Newport News/Williamsburg, VA",VA,11479,ECG,"Elizabeth City, NC",NC,471,2017,2,1
0,1,30,367,LF,CFM Inc d/b/a Contour Airlines,12544,USA,"CONCORD, NC",NC,10599,BHM,"Birmingham, AL",AL,471,2017,2,1
0,1,30,304,LF,CFM Inc d/b/a Contour Airlines,12544,USA,"CONCORD, NC",NC,12264,IAD,"Washington, DC",VA,471,2017,2,1
0,1,50,315,AJQ,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,14100,PHL,"Philadelphia, PA",PA,14092,PGV,"Greenville, NC",NC,675,2017,2,1
0,1,0,405,KLQ,Kalitta Charters II,11057,CLT,"Charlotte, NC",NC,15153,TCL,"Tuscaloosa, AL",AL,635,2017,2,1
0,1,0,480,KLQ,Kalitta Charters II,11995,GSO,"Greensboro/High Point, NC",NC,15153,TCL,"Tuscaloosa, AL",AL,640,2017,2,1
0,1,50,501,9E,Endeavor Air Inc.,11433,DTW,"Detroit, MI",MI,14492,RDU,"Raleigh/Durham, NC",NC,629,2017,3,2
0,1,50,342,9E,Endeavor Air Inc.,11995,GSO,"Greensboro/High Point, NC",NC,10874,CAK,"Akron, OH",OH,629,2017,3,1
0,1,50,515,9E,Endeavor Air Inc.,11995,GSO,"Greensboro/High Point, NC",NC,11721,FNT,"Flint, MI",MI,629,2017,3,2
0,1,76,255,9E,Endeavor Air Inc.,14492,RDU,"Raleigh/Durham, NC",NC,10821,BWI,"Baltimore, MD",MD,638,2017,3,1
0,1,76,407,9E,Endeavor Air Inc.,14492,RDU,"Raleigh/Durham, NC",NC,12451,JAX,"Jacksonville, FL",FL,638,2017,3,1
0,1,155,281,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",11057,CLT,"Charlotte, NC",NC,12945,LEX,"Lexington, KY",KY,655,2017,3,1
0,1,155,185,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",11057,CLT,"Charlotte, NC",NC,13121,LWB,"Lewisburg, WV",WV,655,2017,3,1
0,1,155,416,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",11618,EWR,"Newark, NJ",NJ,14492,RDU,"Raleigh/Durham, NC",NC,655,2017,3,1
0,1,155,185,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",13121,LWB,"Lewisburg, WV",WV,11057,CLT,"Charlotte, NC",NC,655,2017,3,1
0,1,155,650,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",13303,MIA,"Miami, FL",FL,11057,CLT,"Charlotte, NC",NC,655,2017,3,2
0,1,155,532,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14492,RDU,"Raleigh/Durham, NC",NC,10529,BDL,"Hartford, CT",CT,655,2017,3,2
0,1,155,120,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14492,RDU,"Raleigh/Durham, NC",NC,14574,ROA,"Roanoke, VA",VA,655,2017,3,1
0,1,155,120,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",14574,ROA,"Roanoke, VA",VA,14492,RDU,"Raleigh/Durham, NC",NC,655,2017,3,1
0,1,44,744,MQ,Envoy Air,13795,OAJ,"Jacksonville/Camp Lejeune, NC",NC,13930,ORD,"Chicago, IL",IL,676,2017,3,2
0,1,44,83,MQ,Envoy Air,14197,POB,"Fayetteville, NC",NC,13795,OAJ,"Jacksonville/Camp Lejeune, NC",NC,676,2017,3,1
0,1,44,872,MQ,Envoy Air,14814,SHV,"Shreveport, LA",LA,14197,POB,"Fayetteville, NC",NC,676,2017,3,2
0,1,76,484,YX,Republic Airlines,12953,LGA,"New York, NY",NY,11641,FAY,"Fayetteville, NC",NC,673,2017,3,1
0,1,76,997,YX,Republic Airlines,13871,OMA,"Omaha, NE",NE,14492,RDU,"Raleigh/Durham, NC",NC,673,2017,3,2
0,1,8,368,27Q,"Jet Aviation Flight Services, Inc.",10431,AVL,"Asheville, NC",NC,13931,ORF,"Norfolk, VA",VA,515,2017,3,1
0,1,12,650,27Q,"Jet Aviation Flight Services, Inc.",11057,CLT,"Charlotte, NC",NC,13303,MIA,"Miami, FL",FL,688,2017,3,2
0,1,8,401,27Q,"Jet Aviation Flight Services, Inc.",12323,ILM,"Wilmington, NC",NC,14131,PKB,"Parkersburg, WV",WV,515,2017,3,1
0,1,8,368,27Q,"Jet Aviation Flight Services, Inc.",13931,ORF,"Norfolk, VA",VA,10431,AVL,"Asheville, NC",NC,515,2017,3,1
0,1,8,612,27Q,"Jet Aviation Flight Services, Inc.",14492,RDU,"Raleigh/Durham, NC",NC,10721,BOS,"Boston, MA",MA,515,2017,3,2
